"Z.um","Gen.O.K.L2.","Emit.O.K.L2.","Gen.O.K.L3.","Emit.O.K.L3.","Gen.Zn.K.L2.","Emit.Zn.K.L2.","Gen.Zn.K.L3.","Emit.Zn.K.L3.","Gen.Zn.K.M2.","Emit.Zn.K.M2.","Gen.Zn.K.M3.","Emit.Zn.K.M3.","Gen.Zn.L1.M2.","Emit.Zn.L1.M2.","Gen.Zn.L1.M3.","Emit.Zn.L1.M3.","Gen.Zn.L1.M5.","Emit.Zn.L1.M5.","Gen.Zn.L2.M1.","Emit.Zn.L2.M1.","Gen.Zn.L2.M3.","Emit.Zn.L2.M3.","Gen.Zn.L2.M4.","Emit.Zn.L2.M4.","Gen.Zn.L2.N1.","Emit.Zn.L2.N1.","Gen.Zn.L3.M1.","Emit.Zn.L3.M1.","Gen.Zn.L3.M2.","Emit.Zn.L3.M2.","Gen.Zn.L3.M3.","Emit.Zn.L3.M3.","Gen.Zn.L3.M4.","Emit.Zn.L3.M4.","Gen.Zn.L3.M5.","Emit.Zn.L3.M5.","Gen_I.O.K.L2.","Emit_I.O.K.L2.","Gen_I.O.K.L3.","Emit_I.O.K.L3.","Gen_I.Zn.K.L2.","Emit_I.Zn.K.L2.","Gen_I.Zn.K.L3.","Emit_I.Zn.K.L3.","Gen_I.Zn.K.M2.","Emit_I.Zn.K.M2.","Gen_I.Zn.K.M3.","Emit_I.Zn.K.M3.","Gen_I.Zn.L1.M2.","Emit_I.Zn.L1.M2.","Gen_I.Zn.L1.M3.","Emit_I.Zn.L1.M3.","Gen_I.Zn.L1.M5.","Emit_I.Zn.L1.M5.","Gen_I.Zn.L2.M1.","Emit_I.Zn.L2.M1.","Gen_I.Zn.L2.M3.","Emit_I.Zn.L2.M3.","Gen_I.Zn.L2.M4.","Emit_I.Zn.L2.M4.","Gen_I.Zn.L2.N1.","Emit_I.Zn.L2.N1.","Gen_I.Zn.L3.M1.","Emit_I.Zn.L3.M1.","Gen_I.Zn.L3.M2.","Emit_I.Zn.L3.M2.","Gen_I.Zn.L3.M3.","Emit_I.Zn.L3.M3.","Gen_I.Zn.L3.M4.","Emit_I.Zn.L3.M4.","Gen_I.Zn.L3.M5.","Emit_I.Zn.L3.M5."
0.755999999999403,0.696,0.019,0.696,0.019,0,0,0,0,0,0,0,0,0.548,0.002,0.548,0.002,0.548,0.004,4.3,0.647,4.301,0.807,111.753,0.674,4.3,0.027,120.83,16.143,3.853,0.655,3.848,0.654,120.831,28.047,120.83,28.047,78261.64,2178.985,155904.219,4340.734,0.258,0.251,0.502,0.488,0.032,0.031,0.062,0.061,6792.749,19.724,10806.028,31.377,36.05,0.283,9449.737,1420.88,313.925,58.921,101986.936,615.058,2264.603,14.465,19190.584,2563.905,342.017,58.12,330.59,56.178,18556.648,4307.372,196660.604,45648.884
0.770500000000538,0.622,0.016,0.622,0.016,0,0,0,0,0,0,0,0,0.482,0.001,0.482,0.001,0.482,0.003,3.79,0.549,3.791,0.689,98.5,0.538,3.79,0.022,106.552,13.688,3.398,0.558,3.394,0.557,106.552,24.04,106.552,24.039,69856.064,1814.04,139159.558,3613.731,0,0,0,0,0,0,0,0,5968.969,15.468,9495.544,24.607,31.678,0.226,8329.121,1207.024,276.698,50.27,89892.607,490.768,1996.051,11.555,16922.782,2174.03,301.6,49.514,291.523,47.859,16363.76,3691.873,173420.696,39125.922
0.785499999999956,0.571,0.014,0.571,0.014,0,0,0,0,0,0,0,0,0.446,0.001,0.446,0.001,0.446,0.003,3.505,0.489,3.507,0.616,91.107,0.45,3.505,0.018,98.53,12.168,3.142,0.498,3.138,0.498,98.531,21.602,98.53,21.602,64172.647,1553.374,127837.68,3094.46,0,0,0,0,0,0,0,0,5529.342,12.778,8796.176,20.328,29.345,0.19,7703.926,1075.708,255.929,44.996,83145.149,410.644,1846.225,9.679,15648.846,1932.569,278.896,44.222,269.577,42.745,15131.906,3317.571,160365.698,35159.129
0.800499999999374,0.53,0.012,0.53,0.012,0,0,0,0,0,0,0,0,0.407,0.001,0.407,0.001,0.407,0.002,3.207,0.432,3.208,0.546,83.358,0.373,3.207,0.015,90.204,10.713,2.877,0.441,2.873,0.44,90.204,19.223,90.204,19.223,59557.453,1344.707,118643.8,2678.777,0,0,0,0,0,0,0,0,5038.432,10.395,8015.228,16.536,26.74,0.158,7048.721,948.653,234.162,39.853,76073.809,340.206,1689.207,8.028,14326.398,1701.403,255.327,39.115,246.796,37.808,13853.144,2952.249,146813.562,31287.496
0.815000000000509,0.459,0.01,0.459,0.01,0,0,0,0,0,0,0,0,0.347,0.001,0.347,0.001,0.347,0.002,2.744,0.356,2.745,0.452,71.31,0.289,2.744,0.012,77.195,8.816,2.462,0.364,2.459,0.364,77.196,15.991,77.195,15.991,51579.297,1086.581,102750.595,2164.566,0,0,0,0,0,0,0,0,4299.696,7.919,6840.033,12.598,22.819,0.123,6029.933,782.237,200.318,33.003,65078.47,263.548,1445.057,6.226,12260.349,1400.255,218.506,32.342,211.205,31.262,11855.345,2455.89,125641.185,26027.161
0.829499999999825,0.414,0.008,0.414,0.008,0,0,0,0,0,0,0,0,0.31,0.001,0.31,0.001,0.31,0.002,2.458,0.307,2.459,0.392,63.891,0.234,2.458,0.01,69.189,7.597,2.206,0.315,2.204,0.315,69.19,13.929,69.189,13.929,46576.709,914.619,92784.991,1822.003,0,0,0,0,0,0,0,0,3841.922,6.312,6111.798,10.042,20.39,0.1,5402.607,675.354,179.478,28.618,58308.002,213.662,1294.72,5.053,10988.828,1206.569,195.844,28,189.301,27.065,10625.826,2139.181,112610.929,22670.726
0.844500000000153,0.378,0.007,0.378,0.007,0,0,0,0,0,0,0,0,0.281,0,0.281,0,0.281,0.001,2.235,0.269,2.236,0.345,58.086,0.193,2.235,0.008,62.915,6.643,2.006,0.277,2.004,0.277,62.916,12.312,62.915,12.312,42500.508,778.621,84664.831,1551.083,0,0,0,0,0,0,0,0,3487.652,5.115,5548.219,8.138,18.51,0.082,4911.718,591.812,163.17,25.186,53010.053,175.895,1177.08,4.165,9992.344,1055.103,178.085,24.6,172.134,23.778,9662.26,1890.813,102399.201,20038.555
0.859000000000378,0.319,0.005,0.319,0.005,0,0,0,0,0,0,0,0,0.239,0,0.239,0,0.239,0.001,1.895,0.22,1.896,0.283,49.263,0.148,1.895,0.006,53.352,5.415,1.701,0.227,1.699,0.227,53.353,10.146,53.352,10.146,35867.535,612.555,71451.354,1220.264,0,0,0,0,0,0,0,0,2961.439,3.873,4711.11,6.161,15.717,0.064,4165.655,483.604,138.385,20.671,44958.113,134.945,998.288,3.199,8473.53,860.086,151.017,20.148,145.97,19.475,8193.618,1558.124,86834.742,16512.766
0.873499999999694,0.28,0.004,0.28,0.004,0,0,0,0,0,0,0,0,0.205,0,0.205,0,0.205,0.001,1.633,0.183,1.634,0.236,42.455,0.115,1.633,0.005,46.003,4.49,1.467,0.189,1.465,0.189,46.003,8.503,46.003,8.503,31480.804,501.32,62712.592,998.675,0,0,0,0,0,0,0,0,2542.921,2.968,4045.324,4.722,13.496,0.05,3589.941,401.658,119.26,17.242,38744.688,105.269,860.32,2.498,7306.275,713.074,130.214,16.783,125.863,16.222,7064.922,1305.782,74872.995,13838.484
0.888500000000022,0.233,0.003,0.233,0.003,0,0,0,0,0,0,0,0,0.171,0,0.171,0,0.171,0.001,1.364,0.147,1.364,0.191,35.439,0.087,1.364,0.004,38.397,3.605,1.225,0.153,1.223,0.152,38.397,6.9,38.397,6.9,26160.779,388.852,52114.623,774.628,0,0,0,0,0,0,0,0,2124.463,2.216,3379.634,3.525,11.275,0.038,2996.684,323.271,99.552,13.937,32341.92,79.637,718.147,1.892,6098.333,572.556,108.685,13.538,105.054,13.086,5896.882,1059.677,62494.284,11230.297
0.903500000000349,0.212,0.003,0.212,0.003,0,0,0,0,0,0,0,0,0.154,0,0.154,0,0.154,0,1.231,0.128,1.231,0.167,31.991,0.071,1.231,0.003,34.681,3.131,1.106,0.133,1.105,0.133,34.682,6.057,34.681,6.057,23858.276,330.651,47527.829,658.686,0,0,0,0,0,0,0,0,1909.304,1.776,3037.355,2.826,10.133,0.031,2705.112,281.207,89.865,12.176,29195.109,65.053,648.273,1.547,5508.183,497.195,98.168,11.811,94.887,11.417,5326.227,930.19,56446.566,9858.017
0.917999999999665,0.185,0.002,0.185,0.002,0,0,0,0,0,0,0,0,0.132,0,0.132,0,0.132,0,1.057,0.106,1.057,0.139,27.46,0.055,1.057,0.002,29.783,2.584,0.95,0.11,0.949,0.11,29.783,5.055,29.783,5.055,20766.589,268.279,41368.912,534.435,0,0,0,0,0,0,0,0,1633.175,1.355,2598.085,2.156,8.668,0.024,2322.031,232.586,77.139,10.115,25060.68,50.519,556.468,1.203,4730.207,410.457,84.303,9.797,81.485,9.47,4573.951,776.271,48474.055,8226.808
0.932499999999891,0.161,0.002,0.161,0.002,0,0,0,0,0,0,0,0,0.11,0,0.11,0,0.11,0,0.893,0.086,0.894,0.113,23.219,0.042,0.893,0.002,25.215,2.105,0.804,0.09,0.803,0.09,25.215,4.16,25.215,4.16,18138.37,218.686,36133.263,435.642,0,0,0,0,0,0,0,0,1367.246,1.014,2175.04,1.612,7.256,0.018,1963.411,189.607,65.226,8.281,21190.253,38.706,470.526,0.923,4004.68,334.266,71.372,8.016,68.987,7.748,3872.391,638.949,41039.021,6771.488
0.947500000000218,0.14,0.002,0.14,0.002,0,0,0,0,0,0,0,0,0.094,0,0.094,0,0.094,0,0.765,0.071,0.766,0.094,19.89,0.033,0.765,0.001,21.607,1.734,0.689,0.075,0.688,0.075,21.608,3.466,21.607,3.466,15689.596,176.442,31255.085,351.487,0,0,0,0,0,0,0,0,1169.138,0.774,1859.886,1.231,6.205,0.014,1681.887,156.553,55.873,6.867,18151.882,30.023,403.06,0.716,3431.752,275.464,61.161,6.636,59.117,6.415,3318.388,532.227,35167.787,5640.463
0.962499999999636,0.106,0.001,0.106,0.001,0,0,0,0,0,0,0,0,0.073,0,0.073,0,0.073,0,0.588,0.053,0.588,0.07,15.281,0.023,0.588,0.001,16.597,1.281,0.529,0.055,0.529,0.055,16.597,2.588,16.597,2.588,11953.613,125.388,23812.671,249.785,0,0,0,0,0,0,0,0,898.866,0.531,1429.932,0.845,4.77,0.01,1292.179,115.935,42.927,5.107,13945.931,20.888,309.667,0.499,2636.028,203.483,46.98,4.925,45.41,4.761,2548.951,397.391,27013.401,4211.493
0.977000000000771,0.083,0.001,0.083,0.001,0,0,0,0,0,0,0,0,0.056,0,0.056,0,0.056,0,0.453,0.039,0.453,0.052,11.782,0.016,0.453,0.001,12.801,0.95,0.408,0.041,0.408,0.041,12.801,1.939,12.801,1.939,9330.468,91.279,18587.13,181.837,0,0,0,0,0,0,0,0,691.262,0.364,1099.672,0.579,3.669,0.007,996.238,86.123,33.096,3.81,10751.963,14.568,238.746,0.348,2033.11,150.869,36.234,3.669,35.024,3.546,1965.948,297.847,20834.829,3156.537
0.991500000000087,0.065,0.001,0.065,0.001,0,0,0,0,0,0,0,0,0.045,0,0.045,0,0.045,0,0.361,0.03,0.361,0.04,9.381,0.011,0.361,0,10.188,0.726,0.325,0.032,0.324,0.032,10.189,1.499,10.188,1.499,7304.398,66.499,14551.017,132.471,0,0,0,0,0,0,0,0,552.498,0.259,878.923,0.412,2.932,0.005,793.287,66.026,26.353,2.934,8561.604,10.472,190.109,0.251,1618.159,115.336,28.839,2.818,27.875,2.724,1564.705,230.228,16582.512,2439.925
1.00649999999951,0.056,0,0.056,0,0,0,0,0,0,0,0,0,0.037,0,0.037,0,0.037,0,0.304,0.024,0.304,0.033,7.907,0.009,0.304,0,8.596,0.59,0.274,0.026,0.274,0.026,8.596,1.231,8.596,1.231,6337.81,53.946,12625.487,107.465,0,0,0,0,0,0,0,0,461.622,0.194,734.357,0.309,2.45,0.004,668.597,53.714,22.211,2.397,7215.881,8.023,160.227,0.192,1365.304,93.723,24.333,2.301,23.519,2.224,1320.203,189.026,13991.318,2003.268
1.02100000000064,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0.027,0,0.027,0,0.027,0,0.217,0.017,0.217,0.023,5.634,0.006,0.217,0,6.125,0.404,0.195,0.018,0.195,0.018,6.125,0.853,6.125,0.853,4517.21,35.902,8998.688,71.521,0,0,0,0,0,0,0,0,328.495,0.123,522.576,0.196,1.743,0.003,476.412,36.897,15.827,1.654,5141.713,5.179,114.171,0.124,972.797,64.23,17.337,1.584,16.758,1.531,940.662,130.933,9968.999,1387.611
1.03549999999996,0.025,0,0.025,0,0,0,0,0,0,0,0,0,0.017,0,0.017,0,0.017,0,0.135,0.01,0.135,0.014,3.517,0.003,0.135,0,3.826,0.243,0.122,0.011,0.122,0.011,3.826,0.517,3.826,0.517,2845.123,21.042,5667.74,41.919,0,0,0,0,0,0,0,0,204.711,0.068,325.658,0.109,1.086,0.001,297.419,22.183,9.88,0.999,3209.918,2.921,71.276,0.07,607.615,38.545,10.829,0.955,10.467,0.923,587.544,79.442,6226.699,841.913
1.05049999999937,0.027,0,0.027,0,0,0,0,0,0,0,0,0,0.016,0,0.016,0,0.016,0,0.136,0.01,0.136,0.013,3.526,0.003,0.136,0,3.845,0.234,0.123,0.01,0.122,0.01,3.845,0.505,3.845,0.505,3029.249,20.826,6034.536,41.487,0,0,0,0,0,0,0,0,201.685,0.06,320.844,0.095,1.07,0.001,298.192,21.399,9.906,0.968,3218.263,2.639,71.461,0.063,610.665,37.183,10.883,0.926,10.52,0.895,590.493,77.501,6257.955,821.345
1.06550000000061,0.023,0,0.023,0,0,0,0,0,0,0,0,0,0.014,0,0.014,0,0.014,0,0.116,0.008,0.116,0.011,3.021,0.002,0.116,0,3.292,0.193,0.105,0.009,0.105,0.009,3.292,0.42,3.292,0.42,2556.734,16.457,5093.245,32.784,0,0,0,0,0,0,0,0,173.17,0.046,275.482,0.073,0.919,0.001,255.435,17.696,8.486,0.803,2756.799,2.055,61.214,0.049,522.851,30.666,9.318,0.767,9.007,0.741,505.579,64.578,5358.052,684.383
1.07999999999993,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0.012,0,0.012,0,0.012,0,0.098,0.007,0.099,0.009,2.56,0.002,0.099,0,2.795,0.158,0.089,0.007,0.089,0.007,2.795,0.347,2.795,0.347,2269.339,13.62,4520.728,27.131,0,0,0,0,0,0,0,0,144.632,0.034,230.083,0.055,0.768,0.001,216.479,14.456,7.192,0.659,2336.366,1.578,51.879,0.038,443.886,25.038,7.911,0.629,7.647,0.608,429.223,53.294,4548.84,564.799
1.09450000000015,0.014,0,0.014,0,0,0,0,0,0,0,0,0,0.008,0,0.008,0,0.008,0,0.067,0.004,0.067,0.006,1.731,0.001,0.067,0,1.89,0.102,0.06,0.005,0.06,0.005,1.89,0.228,1.89,0.228,1522.42,8.518,3032.797,16.969,0,0,0,0,0,0,0,0,97.78,0.021,155.551,0.033,0.519,0,146.363,9.419,4.862,0.431,1579.636,0.965,35.076,0.023,300.119,16.275,5.349,0.411,5.17,0.397,290.205,35.019,3075.546,371.123
1.10950000000048,0.007,0,0.007,0,0,0,0,0,0,0,0,0,0.004,0,0.004,0,0.004,0,0.036,0.002,0.036,0.003,0.938,0.001,0.036,0,1.024,0.054,0.033,0.002,0.033,0.002,1.024,0.12,1.024,0.12,839.468,4.408,1672.296,8.78,0,0,0,0,0,0,0,0,53.192,0.01,84.618,0.016,0.282,0,79.301,4.933,2.634,0.227,855.865,0.477,19.004,0.012,162.57,8.504,2.897,0.216,2.801,0.208,157.2,18.48,1665.982,195.847
1.1244999999999,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0.002,0,0.02,0.001,0.02,0.002,0.514,0,0.02,0,0.561,0.028,0.018,0.001,0.018,0.001,0.561,0.064,0.561,0.064,455.672,2.213,907.74,4.408,0,0,0,0,0,0,0,0,28.949,0.005,46.052,0.008,0.154,0,43.424,2.592,1.443,0.12,468.661,0.234,10.407,0.006,89.035,4.458,1.587,0.114,1.534,0.11,86.094,9.805,912.41,103.909
1.13899999999921,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0.002,0,0.021,0.001,0.021,0.002,0.539,0,0.021,0,0.59,0.028,0.019,0.001,0.019,0.001,0.59,0.065,0.59,0.065,496.633,2.253,989.337,4.488,0,0,0,0,0,0,0,0,29.828,0.004,47.451,0.007,0.158,0,45.543,2.622,1.513,0.122,491.526,0.222,10.914,0.005,93.635,4.511,1.669,0.116,1.613,0.112,90.542,10.027,959.552,106.26
1.15350000000035,0.003,0,0.003,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0.002,0,0.013,0.001,0.013,0.001,0.34,0,0.013,0,0.372,0.017,0.012,0.001,0.012,0.001,0.372,0.04,0.372,0.04,333.189,1.406,663.743,2.8,0,0,0,0,0,0,0,0,18.897,0.003,30.062,0.004,0.1,0,28.74,1.592,0.955,0.074,310.182,0.127,6.888,0.003,59.134,2.735,1.054,0.07,1.019,0.068,57.181,6.147,605.995,65.15
1.16849999999977,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.01,0.001,0.01,0.001,0.253,0,0.01,0,0.278,0.012,0.009,0.001,0.009,0.001,0.278,0.029,0.278,0.029,240.413,0.958,478.925,1.908,0,0,0,0,0,0,0,0,13.644,0.002,21.705,0.003,0.072,0,21.408,1.15,0.711,0.054,231.052,0.087,5.13,0.002,44.116,1.975,0.786,0.051,0.76,0.049,42.659,4.479,452.091,47.469
1.18299999999999,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.008,0,0.008,0.001,0.197,0,0.008,0,0.215,0.009,0.007,0,0.007,0,0.215,0.022,0.215,0.022,182.747,0.676,364.047,1.346,0,0,0,0,0,0,0,0,10.933,0.001,17.393,0.002,0.058,0,16.628,0.859,0.552,0.04,179.46,0.061,3.985,0.001,34.161,1.466,0.609,0.038,0.588,0.037,33.032,3.364,350.069,35.654
1.19750000000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.003,0,0.067,0,0.003,0,0.073,0.003,0.002,0,0.002,0,0.073,0.007,0.073,0.007,55.576,0.19,110.712,0.379,0,0,0,0,0,0,0,0,3.855,0,6.133,0.001,0.02,0,5.645,0.28,0.188,0.013,60.928,0.018,1.353,0,11.528,0.474,0.205,0.012,0.199,0.012,11.148,1.1,118.14,11.657
1.21249999999964,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.003,0,0.09,0,0.003,0,0.098,0.004,0.003,0,0.003,0,0.098,0.009,0.098,0.009,71.073,0.228,141.584,0.455,0,0,0,0,0,0,0,0,5.158,0,8.206,0.001,0.027,0,7.583,0.364,0.252,0.017,81.837,0.023,1.817,0.001,15.496,0.615,0.276,0.016,0.267,0.016,14.984,1.442,158.798,15.278
1.22749999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0.029,0,0.001,0,0.033,0.001,0.001,0,0.001,0,0.033,0.003,0.033,0.003,40.72,0.123,81.117,0.244,0,0,0,0,0,0,0,0,1.471,0,2.34,0,0.008,0,2.475,0.115,0.082,0.005,26.712,0.007,0.593,0,5.179,0.199,0.092,0.005,0.089,0.005,5.008,0.471,53.074,4.99
1.24200000000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.25649999999951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27150000000074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.28650000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.30099999999948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.31550000000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.33050000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.34499999999935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.35950000000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3744999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.38949999999932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.40400000000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.41849999999977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.43350000000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.44850000000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.46299999999974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.47749999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
